"","X.1","X","gbifID","kingdom","phylum","class","order","family","genus","species","taxonRank","stateProvince","countryCode","occurrenceStatus","day","month","year","geometry","raster_label"
"479",6298,609170,3881386794,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis","Limenitis lorquini","SPECIES","Washington","US","PRESENT",31,7,2022,c(548772.880848092, 5285924.78712599),"Tree Canopy"
"480",6308,609800,3337524962,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Ochlodes","Ochlodes sylvanoides","SPECIES","Washington","US","PRESENT",19,8,2021,c(548825.184692291, 5281465.55305855),"Road"
"481",6335,612195,3860090743,"Animalia","Arthropoda","Insecta","Lepidoptera","Autostichidae","Oegoconia","Oegoconia quadripuncta","SPECIES","Washington","US","PRESENT",24,7,2021,c(547230.608995631, 5283025.3288126),"Grass/Shrub"
"482",6340,612769,3873600725,"Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Smerinthus","Smerinthus cerisyi","SPECIES","Washington","US","PRESENT",15,7,2022,c(545945.948467695, 5263880.70172332),"Tree Canopy"
"483",6358,614829,3330902642,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis","Limenitis lorquini","SPECIES","Washington","US","PRESENT",22,7,2021,c(556417.71977344, 5266498.50090153),"Grass/Shrub"
"484",6384,617229,3399182681,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Anania","Anania hortulata","SPECIES","Washington","US","PRESENT",7,7,2021,c(548008.993395648, 5261210.61006033),"Unclassified"
"485",6385,617381,4853160458,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Danaus","Danaus plexippus","SPECIES","Washington","US","PRESENT",1,4,2024,c(555090.147430239, 5278508.73975849),"Water"
"486",6387,617564,3859842907,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Vanessa","Vanessa cardui","SPECIES","Washington","US","PRESENT",23,6,2022,c(555951.170610887, 5281007.46482791),"Tree Canopy"
"487",6392,618037,3090698851,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Pyrrharctia","Pyrrharctia isabella","SPECIES","Washington","US","PRESENT",6,10,2020,c(553009.159299185, 5275694.83613005),"Tree Canopy"
"488",6404,619242,2813894115,"Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Hofmannophila","Hofmannophila pseudospretella","SPECIES","Washington","US","PRESENT",26,6,2020,c(547225.648938144, 5283017.06365102),"Building"
"489",6411,619597,3889146568,"Animalia","Arthropoda","Insecta","Lepidoptera","Autostichidae","Oegoconia","Oegoconia quadripuncta","SPECIES","Washington","US","PRESENT",1,8,2022,c(547237.036970822, 5283019.15683708),"Tree Canopy"
"490",6427,621540,2856811392,"Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris","Pieris rapae","SPECIES","Washington","US","PRESENT",26,8,2020,c(547218.660074786, 5283073.80283372),"Tree Canopy"
"491",6462,625553,4014831614,"Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio","Papilio rutulus","SPECIES","Washington","US","PRESENT",16,8,2022,c(551598.305924369, 5280160.17394673),"Tree Canopy"
"492",6463,625804,4138501923,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis","Limenitis lorquini","SPECIES","Washington","US","PRESENT",25,6,2023,c(551651.321907586, 5268508.38197361),"Grass/Shrub"
"493",6465,625860,4171665547,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Clepsis","Clepsis consimilana","SPECIES","Washington","US","PRESENT",25,7,2023,c(547234.170543864, 5283021.02303482),"Tree Canopy"
"494",6477,627119,4172014636,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Ochlodes","Ochlodes sylvanoides","SPECIES","Washington","US","PRESENT",2,8,2023,c(551653.723423112, 5272713.49372478),"Tree Canopy"
"495",6487,628850,3398673651,"Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio","Papilio rutulus","SPECIES","Washington","US","PRESENT",19,6,2021,c(556176.583253054, 5283205.28137699),"Unclassified"
"496",6507,631354,4413379581,"Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Marmara","Marmara arbutiella","SPECIES","Washington","US","PRESENT",2,8,2022,c(556152.495802346, 5266659.88687401),"Grass/Shrub"
"497",6530,632814,4145787477,"Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris","Pieris rapae","SPECIES","Washington","US","PRESENT",2,7,2023,c(547349.375602405, 5283174.00921045),"Tree Canopy"
"498",6562,636151,4103090425,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Aglossa","Aglossa pinguinalis","SPECIES","Washington","US","PRESENT",26,7,2022,c(547225.935504954, 5283018.7331801),"Building"
"499",6570,637169,4407174621,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Clepsis","Clepsis consimilana","SPECIES","Washington","US","PRESENT",12,7,2023,c(547234.179576203, 5283019.91164117),"Tree Canopy"
"500",6574,637803,3923597398,"Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Hofmannophila","Hofmannophila pseudospretella","SPECIES","Washington","US","PRESENT",20,8,2021,c(547230.385717567, 5283025.10470474),"Grass/Shrub"
"501",6593,639343,3902998207,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Aglais","Aglais milberti","SPECIES","Washington","US","PRESENT",29,8,2022,c(547631.03962623, 5282029.72100272),"Tree Canopy"
"502",6631,643045,4162168704,"Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio","Papilio rutulus","SPECIES","Washington","US","PRESENT",4,7,2023,c(548523.975277821, 5267425.34830551),"Tree Canopy"
"503",6636,643258,3902657388,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Eudonia","Eudonia rectilinea","SPECIES","Washington","US","PRESENT",26,7,2020,c(547236.874268405, 5283020.71156861),"Tree Canopy"
"504",6650,644881,4407404543,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Spilosoma","Spilosoma virginica","SPECIES","Washington","US","PRESENT",26,6,2023,c(547151.449824423, 5277255.19943587),"Tree Canopy"
"505",6652,644983,4438936130,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Triphosa","Triphosa haesitata","SPECIES","Washington","US","PRESENT",28,4,2023,c(548365.282226279, 5279214.32627892),"Building"
"506",6657,645826,2851294665,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Ochlodes","Ochlodes sylvanoides","SPECIES","Washington","US","PRESENT",13,8,2020,c(547251.316791621, 5283034.72230727),"Grass/Shrub"
"507",6665,646864,2874033157,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Triphosa","Triphosa haesitata","SPECIES","Washington","US","PRESENT",1,10,2020,c(546682.671931737, 5283796.92756855),"Tree Canopy"
"508",6676,647891,3986021205,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Autographa","Autographa californica","SPECIES","Washington","US","PRESENT",17,11,2022,c(547227.49567411, 5283011.41017521),"Building"
"509",6688,649220,2851085763,"Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris","Pieris rapae","SPECIES","Washington","US","PRESENT",7,8,2020,c(553569.205604238, 5279870.33163422),"Tree Canopy"
"510",6693,649576,4130035094,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis","Limenitis lorquini","SPECIES","Washington","US","PRESENT",4,6,2023,c(552330.512026481, 5279989.54518773),"Tree Canopy"
"511",6707,650860,2898282761,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Pyrrharctia","Pyrrharctia isabella","SPECIES","Washington","US","PRESENT",30,9,2020,c(554450.834891811, 5263318.41081211),"Road"
"512",6724,652682,3888950540,"Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Batia","Batia lunaris","SPECIES","Washington","US","PRESENT",26,7,2022,c(547229.932839308, 5283025.4344646),"Building"
"513",6767,657497,2823233460,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Clepsis","Clepsis consimilana","SPECIES","Washington","US","PRESENT",21,7,2020,c(547236.576865485, 5283020.37571135),"Tree Canopy"
"514",6774,658271,3912152350,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Noctua","Noctua pronuba","SPECIES","Washington","US","PRESENT",17,6,2020,c(547236.521765391, 5283027.15521269),"Tree Canopy"
"515",6775,658289,3988452516,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Triphosa","Triphosa haesitata","SPECIES","Washington","US","PRESENT",30,8,2022,c(550098.391129148, 5272657.79884805),"Building"
"516",6776,658316,3947569783,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Ochlodes","Ochlodes sylvanoides","SPECIES","Washington","US","PRESENT",7,9,2022,c(547240.612176862, 5283031.63432717),"Road"
"517",6796,660287,3903414374,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Phlogophora","Phlogophora periculosa","SPECIES","Washington","US","PRESENT",3,9,2022,c(551894.076287382, 5280296.07088477),"Building"
"518",6813,662541,3802331830,"Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Celastrina","Celastrina ladon","SPECIES","Washington","US","PRESENT",21,5,2022,c(545634.720246303, 5264250.14855157),"Tree Canopy"
"519",6842,664871,2850668382,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Sabulodes","Sabulodes aegrotata","SPECIES","Washington","US","PRESENT",5,8,2020,c(553908.434346043, 5282643.6170409),"Tree Canopy"
"520",6843,664911,4076310896,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Nymphalis","Nymphalis antiopa","SPECIES","Washington","US","PRESENT",27,3,2023,c(552885.58055633, 5276421.94912852),"Tree Canopy"
"521",6866,667005,3988507506,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Triphosa","Triphosa haesitata","SPECIES","Washington","US","PRESENT",24,7,2022,c(552108.816274364, 5279914.42006923),"Tree Canopy"
"522",6881,667849,4421057734,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Vanessa","Vanessa atalanta","SPECIES","Washington","US","PRESENT",1,10,2023,c(550177.079376702, 5280514.52682792),"Grass/Shrub"
"523",6924,671573,3858161741,"Animalia","Arthropoda","Insecta","Lepidoptera","Autostichidae","Oegoconia","Oegoconia quadripuncta","SPECIES","Washington","US","PRESENT",6,7,2021,c(547225.791770034, 5283017.95398524),"Building"
"524",6938,673004,3859690787,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Lophocampa","Lophocampa argentata","SPECIES","Washington","US","PRESENT",14,6,2022,c(543723.533234494, 5279208.9399613),"Tree Canopy"
"525",6964,676310,4127382875,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis","Limenitis lorquini","SPECIES","Washington","US","PRESENT",28,5,2023,c(553119.82169126, 5278330.03769844),"Grass/Shrub"
"526",6967,676954,3902014892,"Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris","Pieris rapae","SPECIES","Washington","US","PRESENT",10,7,2022,c(551230.054741181, 5283076.4341959),"Building"
"527",6968,677010,3888841201,"Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Smerinthus","Smerinthus cerisyi","SPECIES","Washington","US","PRESENT",5,8,2022,c(549983.724632047, 5281220.09120878),"Tree Canopy"
"528",6972,677259,4133638203,"Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio","Papilio rutulus","SPECIES","Washington","US","PRESENT",8,6,2023,c(548006.037736083, 5261222.03354809),"Unclassified"
"529",6974,677456,3090566753,"Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio","Papilio rutulus","SPECIES","Washington","US","PRESENT",26,6,2020,c(553078.420503689, 5278274.97538061),"Tree Canopy"
"530",6975,677493,4400111210,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis","Limenitis lorquini","SPECIES","Washington","US","PRESENT",21,8,2023,c(557546.376742666, 5280538.75206675),"Water"
"531",6993,679743,4130171302,"Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio","Papilio rutulus","SPECIES","Washington","US","PRESENT",20,6,2021,c(553144.976602789, 5278248.0180662),"Grass/Shrub"
"532",6998,679960,2814399358,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Noctua","Noctua pronuba","SPECIES","Washington","US","PRESENT",4,7,2020,c(547225.517846078, 5283014.72850506),"Building"
"533",6999,680486,3338158146,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis","Limenitis lorquini","SPECIES","Washington","US","PRESENT",10,8,2021,c(556010.20801357, 5280831.97301905),"Tree Canopy"
"534",7005,680954,2823314414,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Ephestiodes","Ephestiodes gilvescentella","SPECIES","Washington","US","PRESENT",21,7,2020,c(547236.872461834, 5283020.93384734),"Tree Canopy"
"535",7010,681380,4424305701,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Pyrrharctia","Pyrrharctia isabella","SPECIES","Washington","US","PRESENT",5,10,2023,c(545446.373186782, 5264193.33227517),"Tree Canopy"
"536",7028,683158,4171654338,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Lophocampa","Lophocampa argentata","SPECIES","Washington","US","PRESENT",1,8,2023,c(551126.18574928, 5283531.00366023),"Tree Canopy"
"537",7032,683309,4111583400,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Clepsis","Clepsis consimilana","SPECIES","Washington","US","PRESENT",26,7,2022,c(547237.497076347, 5283017.93796284),"Tree Canopy"
"538",7061,687102,4103290616,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Polygonia","Polygonia satyrus","SPECIES","Washington","US","PRESENT",29,4,2023,c(545508.749270504, 5264177.47946681),"Tree Canopy"
"539",7070,687971,3759756289,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Nymphalis","Nymphalis antiopa","SPECIES","Washington","US","PRESENT",17,4,2022,c(552807.209683005, 5275388.3479163),"Grass/Shrub"
"540",7080,689539,3892620323,"Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Endrosis","Endrosis sarcitrella","SPECIES","Washington","US","PRESENT",11,8,2020,c(547236.030892917, 5283022.92764827),"Tree Canopy"
"541",7082,689735,3398729656,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis","Limenitis lorquini","SPECIES","Washington","US","PRESENT",24,6,2021,c(547752.746915105, 5278291.5340097),"Building"
"542",7113,692610,2898267487,"Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Endrosis","Endrosis sarcitrella","SPECIES","Washington","US","PRESENT",10,9,2020,c(547236.800143499, 5283020.59981945),"Tree Canopy"
"543",7118,692985,3330637661,"Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Hofmannophila","Hofmannophila pseudospretella","SPECIES","Washington","US","PRESENT",16,7,2021,c(547229.562214402, 5283024.87571927),"Building"
"544",7127,693954,4145419152,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Hemithea","Hemithea aestivaria","SPECIES","Washington","US","PRESENT",29,6,2023,c(546657.138821607, 5284584.75295719),"Grass/Shrub"
"545",7130,694114,4414387478,"Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Pieris","Pieris rapae","SPECIES","Washington","US","PRESENT",19,9,2023,c(545657.420220243, 5264090.5022557),"Tree Canopy"
"546",7147,695552,3338117292,"Animalia","Arthropoda","Insecta","Lepidoptera","Sesiidae","Pennisetia","Pennisetia marginatum","SPECIES","Washington","US","PRESENT",17,8,2021,c(555746.568628493, 5280990.05030611),"Tree Canopy"
"547",7157,696653,2814250669,"Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio","Papilio rutulus","SPECIES","Washington","US","PRESENT",2,7,2020,c(548178.288055241, 5262026.12513794),"Unclassified"
"548",7204,700446,4413421928,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Ephestiodes","Ephestiodes gilvescentella","SPECIES","Washington","US","PRESENT",7,8,2023,c(547227.08267353, 5283025.30015723),"Building"
"549",7217,702204,4171906954,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Aglossa","Aglossa pinguinalis","SPECIES","Washington","US","PRESENT",1,8,2023,c(547223.362795931, 5283012.15462038),"Tree Canopy"
"550",7218,702366,4436251948,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Ochlodes","Ochlodes sylvanoides","SPECIES","Washington","US","PRESENT",30,7,2023,c(543257.80407889, 5278542.25753053),"Tree Canopy"
"551",7257,706900,4400399600,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Aglossa","Aglossa pinguinalis","SPECIES","Washington","US","PRESENT",2,6,2023,c(547229.184364305, 5283025.20608889),"Building"
"552",7269,707940,4102588414,"Animalia","Arthropoda","Insecta","Lepidoptera","Autostichidae","Oegoconia","Oegoconia quadripuncta","SPECIES","Washington","US","PRESENT",26,7,2022,c(547226.014145477, 5283018.28923229),"Building"
"553",7276,708500,4606880350,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Polygonia","Polygonia satyrus","SPECIES","Washington","US","PRESENT",1,4,2024,c(545768.014724356, 5265040.63952197),"Road"
"554",7278,708654,2823090153,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Ephestiodes","Ephestiodes gilvescentella","SPECIES","Washington","US","PRESENT",20,7,2020,c(553913.49106267, 5282656.66833412),"Tree Canopy"
"555",7281,708874,3321175923,"Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Batia","Batia lunaris","SPECIES","Washington","US","PRESENT",26,6,2021,c(547233.68514895, 5283025.35381158),"Tree Canopy"
"556",7313,711677,4465488105,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Vanessa","Vanessa cardui","SPECIES","Washington","US","PRESENT",28,7,2023,c(553078.420503689, 5278274.97538061),"Tree Canopy"
"557",7350,715993,3858682568,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis","Limenitis lorquini","SPECIES","Washington","US","PRESENT",20,6,2022,c(556597.548632852, 5267284.60277537),"Grass/Shrub"
"558",7384,718976,4436121742,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Pyrrharctia","Pyrrharctia isabella","SPECIES","Washington","US","PRESENT",28,10,2023,c(555959.008528581, 5281050.99951753),"Tree Canopy"
"559",7385,719098,4405152531,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Hedya","Hedya nubiferana","SPECIES","Washington","US","PRESENT",27,6,2023,c(547226.930811076, 5283025.52121664),"Tree Canopy"
"560",7388,719247,4855120712,"Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Marmara","Marmara arbutiella","SPECIES","Washington","US","PRESENT",26,4,2024,c(555918.822165735, 5280351.263614),"Tree Canopy"
"561",7391,719895,3858198514,"Animalia","Arthropoda","Insecta","Lepidoptera","Pterophoridae","Emmelina","Emmelina monodactyla","SPECIES","Washington","US","PRESENT",2,8,2020,c(547155.936495231, 5283276.80320311),"Tree Canopy"
"562",7438,724497,3859159725,"Animalia","Arthropoda","Insecta","Lepidoptera","Autostichidae","Oegoconia","Oegoconia quadripuncta","SPECIES","Washington","US","PRESENT",17,7,2021,c(547227.686511013, 5283024.86047713),"Building"
